,1070,2051,2052,2053
774,15.5,13.27,11.96,12.37
775,15.5,13.27,11.96,12.37
776,15.5,13.27,11.96,12.37
777,15.5,13.27,11.96,12.37
778,15.5,13.27,11.96,12.37
779,15.5,13.27,11.96,12.37
780,15.5,13.27,11.96,12.37
781,15.5,13.27,11.96,12.37
782,15.5,13.27,11.96,12.37
783,15.5,13.27,11.96,12.37
784,15.5,13.27,11.96,12.37
785,15.5,13.27,11.96,12.37
786,15.5,13.27,11.96,12.37
787,15.5,13.27,11.96,12.37
788,15.5,13.27,11.96,12.37
789,15.5,13.27,11.96,12.37
790,15.5,13.27,11.96,12.37
791,15.5,13.27,11.96,12.37
792,15.5,13.27,11.96,12.37
793,15.5,13.27,11.96,12.37
794,15.5,13.27,11.96,12.37
795,15.5,13.27,11.96,12.37
796,15.5,13.27,11.96,12.37
797,15.5,13.27,11.96,12.37
798,15.5,13.27,11.96,12.37
799,15.5,13.27,11.96,12.37
800,15.5,13.27,11.96,12.37
801,15.5,13.27,11.96,12.37
802,15.5,13.27,11.96,12.37
803,15.5,13.27,11.96,12.37
804,15.5,13.27,11.96,12.37
805,15.5,13.27,11.96,12.37
806,15.5,13.27,11.96,12.37
807,15.5,13.27,11.96,12.37
808,15.5,13.27,11.96,12.37
809,15.5,13.27,11.96,12.37
810,15.5,13.27,11.96,12.37
811,15.5,13.27,11.96,12.37
812,15.5,13.27,11.96,12.37
813,15.5,13.27,11.96,12.37
814,15.5,13.27,11.96,12.37
815,15.5,13.27,11.96,12.37
816,15.5,13.27,11.96,12.37
817,15.5,13.27,11.96,12.37
818,15.5,13.27,11.96,12.37
819,15.5,13.27,11.96,12.37
820,15.5,13.27,11.96,12.37
821,15.5,13.27,11.96,12.37
822,15.5,13.27,11.96,12.37
823,15.5,13.27,11.96,12.37
824,15.5,13.27,11.96,12.37
825,15.5,13.27,11.96,12.37
826,15.5,13.27,11.96,12.37
827,15.5,13.27,11.96,12.37
828,15.5,13.27,11.96,12.37
829,15.5,13.27,11.96,12.37
830,15.5,13.27,11.96,12.37
831,15.5,13.27,11.96,12.37
832,15.5,13.27,11.96,12.37
833,15.5,13.27,11.96,12.37
834,15.5,13.27,11.96,12.37
835,15.5,13.27,11.96,12.37
836,15.5,13.27,11.96,12.37
837,15.5,13.27,11.96,12.37
838,15.5,13.27,11.96,12.37
839,14.5,12.14,11.34,11.48
840,14.5,12.14,11.34,11.48
841,14.5,12.14,11.34,11.48
842,14.5,12.14,11.34,11.48
843,14.5,12.14,11.34,11.48
844,14.5,12.14,11.34,11.48
845,14.5,12.14,11.34,11.48
846,14.5,12.14,11.34,11.48
847,14.5,12.14,11.34,11.48
848,14.5,12.14,11.34,11.48
849,14.5,12.14,11.34,11.48
850,14.5,12.14,11.34,11.48
851,14.5,12.14,11.34,11.48
852,14.5,12.14,11.34,11.48
853,14.5,12.14,11.34,11.48
854,14.5,12.14,11.34,11.48
855,14.5,12.14,11.34,11.48
856,14.5,12.14,11.34,11.48
857,14.5,12.14,11.34,11.48
858,14.5,12.14,11.34,11.48
859,14.5,12.14,11.34,11.48
860,14.5,12.14,11.34,11.48
861,14.5,12.14,11.34,11.48
862,14.5,12.14,11.34,11.48
863,14.5,12.14,11.34,11.48
864,14.5,12.14,11.34,11.48
865,14.5,12.14,11.34,11.48
866,14.5,12.14,11.34,11.48
867,14.5,12.14,11.34,11.48
868,14.5,12.14,11.34,11.48
869,14.5,12.14,11.34,11.48
870,14.5,12.14,11.34,11.48
871,14.5,12.14,11.34,11.48
872,14.5,12.14,11.34,11.48
873,14.5,12.14,11.34,11.48
874,14.5,12.14,11.34,11.48
875,14.5,12.14,11.34,11.48
876,14.5,12.14,11.34,11.48
877,14.5,12.14,11.34,11.48
878,14.5,12.14,11.34,11.48
879,14.5,12.14,11.34,11.48
880,14.5,12.14,11.34,11.48
881,14.5,12.14,11.34,11.48
882,14.5,12.14,11.34,11.48
883,14.5,12.14,11.34,11.48
884,14.5,12.14,11.34,11.48
885,14.5,12.14,11.34,11.48
886,14.5,12.14,11.34,11.48
887,14.5,12.14,11.34,11.48
888,14.5,12.14,11.34,11.48
889,14.5,12.14,11.34,11.48
890,14.5,12.14,11.34,11.48
891,14.5,12.14,11.34,11.48
892,14.5,12.14,11.34,11.48
893,14.5,12.14,11.34,11.48
894,14.5,12.14,11.34,11.48
895,14.5,12.14,11.34,11.48
896,14.5,12.14,11.34,11.48
897,14.5,12.14,11.34,11.48
898,14.5,12.14,11.34,11.48
899,14.5,12.14,11.34,11.48
900,14.5,12.14,11.34,11.48
901,14.5,12.14,11.34,11.48
902,14.5,12.14,11.34,11.48
903,14.5,12.14,11.34,11.48
904,14.5,12.14,11.34,11.48
905,14.5,12.14,11.34,11.48
906,14.5,12.14,11.34,11.48
907,14.5,12.14,11.34,11.48
908,14.5,12.14,11.34,11.48
909,14.5,12.14,11.34,11.48
910,14.5,12.14,11.34,11.48
911,14.5,12.14,11.34,11.48
912,14.5,12.14,11.34,11.48
913,14.5,12.14,11.34,11.48
914,14.5,12.14,11.34,11.48
915,14.5,12.14,11.34,11.48
916,14.5,12.14,11.34,11.48
917,14.5,12.14,11.34,11.48
918,14.5,12.14,11.34,11.48
919,14.5,12.14,11.34,11.48
920,14.5,12.14,11.34,11.48
921,14.5,12.14,11.34,11.48
922,14.5,12.14,11.34,11.48
923,14.5,12.14,11.34,11.48
924,14.5,12.14,11.34,11.48
925,14.5,12.14,11.34,11.48
926,14.5,12.14,11.34,11.48
927,14.5,12.14,11.34,11.48
928,14.5,12.14,11.34,11.48
929,14.5,12.14,11.34,11.48
930,14.5,12.14,11.34,11.48
931,14.5,12.14,11.34,11.48
932,14.5,12.14,11.34,11.48
933,14.5,12.14,11.34,11.48
934,14.5,12.14,11.34,11.48
935,14.5,12.14,11.34,11.48
936,14.5,12.14,11.34,11.48
937,14.5,12.14,11.34,11.48
938,14.5,12.14,11.34,11.48
939,14.5,12.14,11.34,11.48
940,14.5,12.14,11.34,11.48
941,14.5,12.14,11.34,11.48
942,14.5,12.14,11.34,11.48
943,14.5,12.14,11.34,11.48
944,14.5,12.14,11.34,11.48
945,14.5,12.14,11.34,11.48
946,14.5,12.14,11.34,11.48
947,14.5,12.14,11.34,11.48
948,14.5,12.14,11.34,11.48
949,14.5,12.14,11.34,11.48
950,14.5,12.14,11.34,11.48
951,14.5,12.14,11.34,11.48
952,14.5,12.14,11.34,11.48
953,14.5,12.14,11.34,11.48
954,14.5,12.14,11.34,11.48
955,14.5,12.14,11.34,11.48
956,14.5,12.14,11.34,11.48
957,14.5,12.14,11.34,11.48
958,14.5,12.14,11.34,11.48
959,15.5,12.87,12.85,12.77
960,15.5,12.87,12.85,12.77
961,15.5,12.87,12.85,12.77
962,15.5,12.87,12.85,12.77
963,15.5,12.87,12.85,12.77
964,15.5,12.87,12.85,12.77
965,15.5,12.87,12.85,12.77
966,15.5,12.87,12.85,12.77
967,15.5,12.87,12.85,12.77
968,15.5,12.87,12.85,12.77
969,15.5,12.87,12.85,12.77
970,15.5,12.87,12.85,12.77
971,15.5,12.87,12.85,12.77
972,15.5,12.87,12.85,12.77
973,15.5,12.87,12.85,12.77
974,15.5,12.87,12.85,12.77
975,15.5,12.87,12.85,12.77
976,15.5,12.87,12.85,12.77
977,15.5,12.87,12.85,12.77
978,15.5,12.87,12.85,12.77
979,15.5,12.87,12.85,12.77
980,15.5,12.87,12.85,12.77
981,15.5,12.87,12.85,12.77
982,15.5,12.87,12.85,12.77
983,15.5,12.87,12.85,12.77
984,15.5,12.87,12.85,12.77
985,15.5,12.87,12.85,12.77
986,15.5,12.87,12.85,12.77
987,15.5,12.87,12.85,12.77
988,15.5,12.87,12.85,12.77
989,15.5,12.87,12.85,12.77
990,15.5,12.87,12.85,12.77
991,15.5,12.87,12.85,12.77
992,15.5,12.87,12.85,12.77
993,15.5,12.87,12.85,12.77
994,15.5,12.87,12.85,12.77
995,15.5,12.87,12.85,12.77
996,15.5,12.87,12.85,12.77
997,15.5,12.87,12.85,12.77
998,15.5,12.87,12.85,12.77
999,15.5,12.87,12.85,12.77
1000,15.5,12.87,12.85,12.77
1001,15.5,12.87,12.85,12.77
1002,15.5,12.87,12.85,12.77
1003,15.5,12.87,12.85,12.77
1004,15.5,12.87,12.85,12.77
1005,15.5,12.87,12.85,12.77
1006,15.5,12.87,12.85,12.77
1007,15.5,12.87,12.85,12.77
1008,15.5,12.87,12.85,12.77
1009,15.5,12.87,12.85,12.77
1010,15.5,12.87,12.85,12.77
1011,15.5,12.87,12.85,12.77
1012,15.5,12.87,12.85,12.77
1013,15.5,12.87,12.85,12.77
1014,15.5,12.87,12.85,12.77
1015,15.5,12.87,12.85,12.77
1016,15.5,12.87,12.85,12.77
1017,15.5,12.87,12.85,12.77
1018,15.5,12.87,12.85,12.77
1019,15.5,12.87,12.85,12.77
1020,15.5,12.87,12.85,12.77
1021,15.5,12.87,12.85,12.77
1022,15.5,12.87,12.85,12.77
1023,15.5,12.87,12.85,12.77
1024,15.5,12.87,12.85,12.77
1025,15.5,12.87,12.85,12.77
1026,15.5,12.87,12.85,12.77
1027,15.5,12.87,12.85,12.77
1028,15.5,12.87,12.85,12.77
1029,15.5,12.87,12.85,12.77
1030,15.5,12.87,12.85,12.77
1031,15.5,12.87,12.85,12.77
1032,15.5,12.87,12.85,12.77
1033,15.5,12.87,12.85,12.77
1034,15.5,12.87,12.85,12.77
1035,15.5,12.87,12.85,12.77
1036,15.5,12.87,12.85,12.77
1037,15.5,12.87,12.85,12.77
1038,15.5,12.87,12.85,12.77
1039,15.5,12.87,12.85,12.77
1040,15.5,12.87,12.85,12.77
1041,15.5,12.87,12.85,12.77
1042,15.5,12.87,12.85,12.77
1043,15.5,12.87,12.85,12.77
1044,15.5,12.87,12.85,12.77
1045,15.5,12.87,12.85,12.77
1046,15.5,12.87,12.85,12.77
1047,15.5,12.87,12.85,12.77
1048,15.5,12.87,12.85,12.77
1049,15.5,12.87,12.85,12.77
1050,15.5,12.87,12.85,12.77
1051,15.5,12.87,12.85,12.77
1052,15.5,12.87,12.85,12.77
1053,15.5,12.87,12.85,12.77
1054,15.5,12.87,12.85,12.77
1055,15.5,12.87,12.85,12.77
1056,15.5,12.87,12.85,12.77
1057,15.5,12.87,12.85,12.77
1058,15.5,12.87,12.85,12.77
1059,15.5,12.87,12.85,12.77
1060,15.5,12.87,12.85,12.77
1061,15.5,12.87,12.85,12.77
1062,15.5,12.87,12.85,12.77
1063,15.5,12.87,12.85,12.77
1064,15.5,12.87,12.85,12.77
1065,15.5,12.87,12.85,12.77
1066,15.5,12.87,12.85,12.77
1067,15.5,12.87,12.85,12.77
1068,15.5,12.87,12.85,12.77
1069,15.5,12.87,12.85,12.77
1070,15.5,12.87,12.85,12.77
1071,15.5,12.87,12.85,12.77
1072,15.5,12.87,12.85,12.77
1073,15.5,12.87,12.85,12.77
1074,15.5,12.87,12.85,12.77
1075,15.5,12.87,12.85,12.77
1076,15.5,12.87,12.85,12.77
1077,15.5,12.87,12.85,12.77
1078,15.5,12.87,12.85,12.77
1079,14.0,11.53,11.45,10.81
1080,14.0,11.53,11.45,10.81
1081,14.0,11.53,11.45,10.81
1082,14.0,11.53,11.45,10.81
1083,14.0,11.53,11.45,10.81
1084,14.0,11.53,11.45,10.81
1085,14.0,11.53,11.45,10.81
1086,14.0,11.53,11.45,10.81
1087,14.0,11.53,11.45,10.81
1088,14.0,11.53,11.45,10.81
1089,14.0,11.53,11.45,10.81
1090,14.0,11.53,11.45,10.81
1091,14.0,11.53,11.45,10.81
1092,14.0,11.53,11.45,10.81
1093,14.0,11.53,11.45,10.81
1094,14.0,11.53,11.45,10.81
1095,14.0,11.53,11.45,10.81
1096,14.0,11.53,11.45,10.81
1097,14.0,11.53,11.45,10.81
1098,14.0,11.53,11.45,10.81
1099,14.0,11.53,11.45,10.81
1100,14.0,11.53,11.45,10.81
1101,14.0,11.53,11.45,10.81
1102,14.0,11.53,11.45,10.81
1103,14.0,11.53,11.45,10.81
1104,14.0,11.53,11.45,10.81
1105,14.0,11.53,11.45,10.81
1106,14.0,11.53,11.45,10.81
1107,14.0,11.53,11.45,10.81
1108,14.0,11.53,11.45,10.81
1109,14.0,11.53,11.45,10.81
1110,14.0,11.53,11.45,10.81
1111,14.0,11.53,11.45,10.81
1112,14.0,11.53,11.45,10.81
1113,14.0,11.53,11.45,10.81
1114,14.0,11.53,11.45,10.81
1115,14.0,11.53,11.45,10.81
1116,14.0,11.53,11.45,10.81
1117,14.0,11.53,11.45,10.81
1118,14.0,11.53,11.45,10.81
1119,14.0,11.53,11.45,10.81
1120,14.0,11.53,11.45,10.81
1121,14.0,11.53,11.45,10.81
1122,14.0,11.53,11.45,10.81
1123,14.0,11.53,11.45,10.81
1124,14.0,11.53,11.45,10.81
1125,14.0,11.53,11.45,10.81
1126,14.0,11.53,11.45,10.81
1127,14.0,11.53,11.45,10.81
1128,14.0,11.53,11.45,10.81
1129,14.0,11.53,11.45,10.81
1130,14.0,11.53,11.45,10.81
1131,14.0,11.53,11.45,10.81
1132,14.0,11.53,11.45,10.81
1133,14.0,11.53,11.45,10.81
1134,14.0,11.53,11.45,10.81
1135,14.0,11.53,11.45,10.81
1136,14.0,11.53,11.45,10.81
1137,14.0,11.53,11.45,10.81
1138,14.0,11.53,11.45,10.81
1139,14.0,11.53,11.45,10.81
1140,14.0,11.53,11.45,10.81
1141,14.0,11.53,11.45,10.81
1142,14.0,11.53,11.45,10.81
1143,14.0,11.53,11.45,10.81
1144,14.0,11.53,11.45,10.81
1145,14.0,11.53,11.45,10.81
1146,14.0,11.53,11.45,10.81
1147,14.0,11.53,11.45,10.81
1148,14.0,11.53,11.45,10.81
1149,14.0,11.53,11.45,10.81
1150,14.0,11.53,11.45,10.81
1151,14.0,11.53,11.45,10.81
1152,14.0,11.53,11.45,10.81
1153,14.0,11.53,11.45,10.81
1154,14.0,11.53,11.45,10.81
1155,14.0,11.53,11.45,10.81
1156,14.0,11.53,11.45,10.81
1157,14.0,11.53,11.45,10.81
1158,14.0,11.53,11.45,10.81
1159,14.0,11.53,11.45,10.81
1160,14.0,11.53,11.45,10.81
1161,14.0,11.53,11.45,10.81
1162,14.0,11.53,11.45,10.81
1163,14.0,11.53,11.45,10.81
1164,14.0,11.53,11.45,10.81
1165,14.0,11.53,11.45,10.81
1166,14.0,11.53,11.45,10.81
1167,14.0,11.53,11.45,10.81
1168,14.0,11.53,11.45,10.81
1169,14.0,11.53,11.45,10.81
1170,14.0,11.53,11.45,10.81
1171,14.0,11.53,11.45,10.81
1172,14.0,11.53,11.45,10.81
1173,14.0,11.53,11.45,10.81
1174,14.0,11.53,11.45,10.81
1175,14.0,11.53,11.45,10.81
1176,14.0,11.53,11.45,10.81
1177,14.0,11.53,11.45,10.81
1178,14.0,11.53,11.45,10.81
1179,14.0,11.53,11.45,10.81
1180,14.0,11.53,11.45,10.81
1181,14.0,11.53,11.45,10.81
1182,14.0,11.53,11.45,10.81
1183,14.0,11.53,11.45,10.81
1184,14.0,11.53,11.45,10.81
1185,14.0,11.53,11.45,10.81
1186,14.0,11.53,11.45,10.81
1187,14.0,11.53,11.45,10.81
1188,14.0,11.53,11.45,10.81
1189,14.0,11.53,11.45,10.81
1190,14.0,11.53,11.45,10.81
1191,14.0,11.53,11.45,10.81
1192,14.0,11.53,11.45,10.81
1193,14.0,11.53,11.45,10.81
1194,14.0,11.53,11.45,10.81
1195,14.0,11.53,11.45,10.81
1196,14.0,11.53,11.45,10.81
1197,14.0,11.53,11.45,10.81
1198,14.0,11.53,11.45,10.81
1199,16.0,12.66,12.26,12.26
1200,16.0,12.66,12.26,12.26
1201,16.0,12.66,12.26,12.26
1202,16.0,12.66,12.26,12.26
1203,16.0,12.66,12.26,12.26
1204,16.0,12.66,12.26,12.26
1205,16.0,12.66,12.26,12.26
1206,16.0,12.66,12.26,12.26
1207,16.0,12.66,12.26,12.26
1208,16.0,12.66,12.26,12.26
1209,16.0,12.66,12.26,12.26
1210,16.0,12.66,12.26,12.26
1211,16.0,12.66,12.26,12.26
1212,16.0,12.66,12.26,12.26
1213,16.0,12.66,12.26,12.26
1214,16.0,12.66,12.26,12.26
1215,16.0,12.66,12.26,12.26
1216,16.0,12.66,12.26,12.26
1217,16.0,12.66,12.26,12.26
1218,16.0,12.66,12.26,12.26
1219,16.0,12.66,12.26,12.26
1220,16.0,12.66,12.26,12.26
1221,16.0,12.66,12.26,12.26
1222,16.0,12.66,12.26,12.26
1223,16.0,12.66,12.26,12.26
1224,16.0,12.66,12.26,12.26
1225,16.0,12.66,12.26,12.26
1226,16.0,12.66,12.26,12.26
1227,16.0,12.66,12.26,12.26
1228,16.0,12.66,12.26,12.26
1229,16.0,12.66,12.26,12.26
1230,16.0,12.66,12.26,12.26
1231,16.0,12.66,12.26,12.26
1232,16.0,12.66,12.26,12.26
1233,16.0,12.66,12.26,12.26
1234,16.0,12.66,12.26,12.26
1235,16.0,12.66,12.26,12.26
1236,16.0,12.66,12.26,12.26
1237,16.0,12.66,12.26,12.26
1238,16.0,12.66,12.26,12.26
1239,16.0,12.66,12.26,12.26
1240,16.0,12.66,12.26,12.26
1241,16.0,12.66,12.26,12.26
1242,16.0,12.66,12.26,12.26
1243,16.0,12.66,12.26,12.26
1244,16.0,12.66,12.26,12.26
1245,16.0,12.66,12.26,12.26
1246,16.0,12.66,12.26,12.26
1247,16.0,12.66,12.26,12.26
1248,16.0,12.66,12.26,12.26
1249,16.0,12.66,12.26,12.26
1250,16.0,12.66,12.26,12.26
1251,16.0,12.66,12.26,12.26
1252,16.0,12.66,12.26,12.26
1253,16.0,12.66,12.26,12.26
1254,16.0,12.66,12.26,12.26
1255,16.0,12.66,12.26,12.26
1256,16.0,12.66,12.26,12.26
1257,16.0,12.66,12.26,12.26
1258,16.0,12.66,12.26,12.26
1259,16.0,12.66,12.26,12.26
1260,16.0,12.66,12.26,12.26
1261,16.0,12.66,12.26,12.26
1262,16.0,12.66,12.26,12.26
1263,16.0,12.66,12.26,12.26
1264,16.0,12.66,12.26,12.26
1265,16.0,12.66,12.26,12.26
1266,16.0,12.66,12.26,12.26
1267,16.0,12.66,12.26,12.26
1268,16.0,12.66,12.26,12.26
1269,16.0,12.66,12.26,12.26
1270,16.0,12.66,12.26,12.26
1271,16.0,12.66,12.26,12.26
1272,16.0,12.66,12.26,12.26
1273,16.0,12.66,12.26,12.26
1274,16.0,12.66,12.26,12.26
1275,16.0,12.66,12.26,12.26
1276,16.0,12.66,12.26,12.26
1277,16.0,12.66,12.26,12.26
1278,16.0,12.66,12.26,12.26
1279,16.0,12.66,12.26,12.26
1280,16.0,12.66,12.26,12.26
1281,16.0,12.66,12.26,12.26
1282,16.0,12.66,12.26,12.26
1283,16.0,12.66,12.26,12.26
1284,16.0,12.66,12.26,12.26
1285,16.0,12.66,12.26,12.26
1286,16.0,12.66,12.26,12.26
1287,16.0,12.66,12.26,12.26
1288,16.0,12.66,12.26,12.26
1289,16.0,12.66,12.26,12.26
1290,16.0,12.66,12.26,12.26
1291,16.0,12.66,12.26,12.26
1292,16.0,12.66,12.26,12.26
1293,16.0,12.66,12.26,12.26
1294,16.0,12.66,12.26,12.26
1295,16.0,12.66,12.26,12.26
1296,16.0,12.66,12.26,12.26
1297,16.0,12.66,12.26,12.26
1298,16.0,12.66,12.26,12.26
1299,16.0,12.66,12.26,12.26
1300,16.0,12.66,12.26,12.26
1301,16.0,12.66,12.26,12.26
1302,16.0,12.66,12.26,12.26
1303,16.0,12.66,12.26,12.26
1304,16.0,12.66,12.26,12.26
1305,16.0,12.66,12.26,12.26
1306,16.0,12.66,12.26,12.26
1307,16.0,12.66,12.26,12.26
1308,16.0,12.66,12.26,12.26
1309,16.0,12.66,12.26,12.26
1310,16.0,12.66,12.26,12.26
1311,16.0,12.66,12.26,12.26
1312,16.0,12.66,12.26,12.26
1313,16.0,12.66,12.26,12.26
1314,16.0,12.66,12.26,12.26
1315,16.0,12.66,12.26,12.26
1316,16.0,12.66,12.26,12.26
1317,16.0,12.66,12.26,12.26
1318,16.0,12.66,12.26,12.26
1319,14.5,12.19,11.5,11.26
1320,14.5,12.19,11.5,11.26
1321,14.5,12.19,11.5,11.26
1322,14.5,12.19,11.5,11.26
1323,14.5,12.19,11.5,11.26
1324,14.5,12.19,11.5,11.26
1325,14.5,12.19,11.5,11.26
1326,14.5,12.19,11.5,11.26
1327,14.5,12.19,11.5,11.26
1328,14.5,12.19,11.5,11.26
1329,14.5,12.19,11.5,11.26
1330,14.5,12.19,11.5,11.26
1331,14.5,12.19,11.5,11.26
1332,14.5,12.19,11.5,11.26
1333,14.5,12.19,11.5,11.26
1334,14.5,12.19,11.5,11.26
1335,14.5,12.19,11.5,11.26
1336,14.5,12.19,11.5,11.26
1337,14.5,12.19,11.5,11.26
1338,14.5,12.19,11.5,11.26
1339,14.5,12.19,11.5,11.26
1340,14.5,12.19,11.5,11.26
1341,14.5,12.19,11.5,11.26
1342,14.5,12.19,11.5,11.26
1343,14.5,12.19,11.5,11.26
1344,14.5,12.19,11.5,11.26
1345,14.5,12.19,11.5,11.26
1346,14.5,12.19,11.5,11.26
1347,14.5,12.19,11.5,11.26
